id,tweet,label
441,New local restrictions introduced northeast England including curfews bars pubs ban mixing household httpstcoTxGxq6azBo,real
442,Zooming 15 states set record June 19 All (Missouri) South West (And classify MO South) httpstcoCD4ArI27nJ,real
443,In Congress Presidents approval required funds PMNRF,fake
444,NEWS Flabby forward gym httpstco7j5d8vgKY5 httpstcogswx1F79YG,fake
445,How Alaska capita state &amp nations lowest deaths capita The state contracted local manufacturer 3D print swabs deploy rapid tests processed instate WSJ httpstcoMwBRG8kWiX,real
446,VTE risk ~ 50% lower patients RA TNF inhibitors httpstcoy7E5PkDWIZ EULAR2020,real
447,These pictures Dr VK Srinivas Bharat Biotech & doses,fake
448,People door door Colorado Springs stating rob,fake
449,The number rose Tokyo longer refrain postponement Olympics,fake
450,MarcScott This shut good 3 EVERYONE distanced avoided mass gathering Just 3 spreading Sadly morons work,fake
451,H1N1 holds lessons efficient delivery httpstcoFZ5N6cXdqh,real
452,Acc MoHFWINDIA's Clinical Management Protocol period infectivity starts 2 prior onset lasts 8 The extent role played PreClinicalasymptomatic transmission remain investigation httpstcoitRlgJG8g1,real
453,"Another figure TIME 100 list Shi Zhengli aka ""Bat Woman"" Wuhan Institute Virology httpstco9zD8wTZcl5",fake
454,Sadly rising states Florida Texas Arizona 23 states highest 2 httpstcoC5SC2UYLjg,real
455,There New Zealand receiving hospitallevel care Yesterday laboratories completed 1620 tests brings total number tests completed 43126,real
456,A quote Alberto Zangrillo Covid19 consequence immigration,fake
457,"Sir Keir Starmer asks prime minister trace Boris Johnson trace ""the ability granular epidemic breaking out"" adds 'testing capacity record high' PMQs httpstco7TVjTmyCxc httpstcooBNEhdeu0i",real
458,President Trump 99% totally harmless Theres lot learned harmless 99% touches httpstcornqVXpEZEx httpstco9hqhnM2qY2,fake
459,Bill Gates ready (against covic19 ed) And patent,fake
460,developed,fake
461,susanlemon commondefense BernieSanders omgare frigging kidding mejust Trump knowing deadly wassame police nightthey knockedit distraught boyfriend,fake
462,exposure notification Google & Apple sensor inserted trace phone,fake
463,Man Considering Going Into Marble Production httpstcomveLKfXvc2 madness insanity,fake
464,Indian Home Minister Amit Shah transferred financial aid Rs 530 bank accounts 410 Rs 129,fake
465,Our advice Nigerians firstly receive &amp Fmohnigeria NCDCgov A total 323 confirmed 5000 tests conducted ~ chinweochu Afrs1077Fm 1077FM httpstco7o0194dicy,real
466,You reinfected eat sugar drink cold water shower night,fake
467,Florida Gov Ron DeSantis kids major vector spreading Studies high schoolers adults young children lower risk But findings overseas apply US states rising httpstcohDLIVdcaKw,fake
468,Millions app users' send 3900 photo's 8 type rashes Covid19 symptom httpstcocUxedqBcnp,fake
469,Washington acknowledged issues tests Hopefully numbers return normal future httpstconKEg5t7i1g,real
470,geoallison Today's figures A BMJ review False Positive rate 5% Public Health England 2% A German study false rates rose 14% 22%76% Hcov (alpha betacoronaviruses) httpstcobIW6oNiynW,fake
471,The United States America threatened 1990,fake
472,tree777hugs Qclueso7 paulamjohns Lucky grapefruit doesnt quinine Hydtoxychloroquine chemical Youre Both effective antimalarial treatments effects They SARSCoV2 Covid19 httpstcoBReq86XJu2,fake
473,High temperatures kill,fake
474,Coronas Virus Must Be Stopped Confirm Irish Music Fans httpstcojdlypdQUOf,fake
475,239 97Lagos 44Bauchi 29Kano 19Katsina 17Borno 7FCT 6Kwara 5Oyo 3Kaduna 3Sokoto 2Adamawa 2Kebbi 2Plateau 2Ogun 1Ekiti 4151 Discharged 745 Deaths 128 httpstcotVlNJr4AjL,real
476,Lockdown Hindus KapilMishraIND beingarun28 sambitswaraj sudhirchaudhary AmitShah narendramodi,fake
477,Video People offering Namaz streets,fake
478,forces patients dual nationality leave hospitals treat French outbreak,fake
479,A video dead bodies black bags allegedly hospitals Madrid Barcelona New York,fake
480,"Andrew Percy constituents concerned ""suffer result measures"" PM programme ""tough enforcement"" implemented ""feel down"" broken httpstcohNx6Oy9qDj",real
481,A video viewed thousands times multiple posts Facebook Twitter YouTube May 2020 alongside claim crows coming Texas attacking Wuhan The posts shared countries worldwide continue fight spread detected Wuhan December 2019,fake
482,And reminder story regions country Outside NYNJCT declining httpstcoLCsljoCpXK,real
483,The planned preparedness exercise called Event 201 predicted,fake
484,A 32220 793 died included 232 kids,fake
485,"I Prime Minister Boris Johnson ""clearly"" happening spike ""you've rule six"" Latest httpstcoabK44szajW httpstcojzwlIa98jL",real
486,The Democrats pushing implanted microchip humans,fake
487,era surpassed countries terms GDP,fake
488,We're LIVE talking (a transmission) drsanjaygupta Join questions httpstcoe16G2RGdkA httpstcoJs7lemT1Z6,fake
489,Daily hours operations staggered initially increased gradually resumption revenue service 12th Sept 2020 Frequency trains regulated avoid passenger crowding stations &amp trains MetroBackOnTrack httpstco3QuxTfDHGc,real
490,All lock increased till 4th,fake
491,covid19 coronaoutbreak TV Expert The US pushed working Host So conclude US possession long ago httpstcovBNqC1UnLV,fake
492,President Trump Says That He Does Not Take Any Responsibility 2nd Wave The Coronavirus Pandemic httpstcoS2KDfnGHXS,fake
493,New Symptom Severe Hunger For Bats httpstcolETILi6Ahy china fastfood bats,fake
494,Coronavirus Trump Has Virus Met Its Match httpstcoODt9Q4jalD donaldtrump,fake
495,Models projecting deaths talking mitigation,fake
496,PIBIndia CoronaWatch 3387500 total confirmed 2583948 curedrecovered 39477848 samples Here's,real
497,approved remedy pepper ginger juice honey cure,fake
498,"This label bottle disinfectant 2015 ""coronavirus",fake
499,Irish Lads On Quarantined Coronavirus Cruise Having Absolute Mad One httpstcoVITzCsat9m,fake
500,Healthcare professionals DYK offers trainings clinical care control PPE NPIs emergency preparedness response specific Find recorded webinars online courses httpstcoQXc899JFYh httpstcoqbEmkwHdO4,real
501,As RecoveryRate patients 6302% MoHFWINDIA drharshvardhan DrHVoffice ICMRDELHI Covid19 CoronaUpdates CoronavirusIndia COVIDUpdates CoronavirusPandemic httpstcocj23deCaJk,real
502,Former Colombian president current senator lvaro Uribe,fake
503,MSNBC air I hope die harms Trumps reelection,fake
504,Report Outbreak idiocy spreading 10000 times faster CoronaOutbreak httpstcoYapqKVDNCj httpstconXBFFDChBj,fake
505,Trump claims Speaker Nancy Pelosi deleted tweet visit Chinatown February,fake
506,On Thursday 21 May bars open requirements set We left bars pose risk We limit gatherings Parties big celebrations limited 10,real
507,"NYC man drops dead middle street suspected recognizes Palestinian discoverer According Brazilian Civil Registry deaths 2019 2020 semester Telangana Chief Minister treated Yashoda Hospitals Migrant worker caught venturing night robbing Minister Presidency Yerko Nuez Government savings Bolivian State care Bolivians The bad After outbreak europe Muslims nonMuslims streets shouting praises Allah reading Kalma Japanese experts warn ""young die infected"" Drinking warm water continuously prevent This Saudi Arabia discussing forbidding Ramadan fast supposed start late April A female Uttar Pradesh died injured stone pelting local Muslims refused screened Donald Trump announced capable curing hours Gov Brian Kemp mandates restaurants reopen As outbreak surges PM Narendra Modi decided facilitate fellow countrymen free Swacch Bharat scheme We slow quick travel ban And critical saving lives Ugandan landlords asked collecting rent citizens stay fight The WHO's general director stepped measure fight Migrant labourers killing Delhi People forbidden updates This selfcheck ""'Akira 1988 movie apocalyptic event place Tokyo 2020 Olympics showing advising postpone Olympics risk",fake
508,Coronavirus Rhondda Cynon Taff local amid rise httpstcoBeA6VU0gJX,real
509,NEWS Coronavirus crisis leads Donald Trump close US Pizzerias httpstco5WFtdhuYbG httpstcoUB91K7Pyf5,fake
510,patient sex bats,fake
511,Local Man Appoints Himself Worlds Foremost Expert On Coronavirus httpstcoivHU3m1QNp,fake
512,recommend wearing,fake
513,listed death illness died,fake
514,Since 16 June returned UK weve 45000 tests completed NZ The detected managed facilities Those draw attention gap systems moved remedy,real
515,Total Cases (as September 9 2020) 7777% CuredDischargedMigrated (3398844) 2053% Active (897394) 17% Deaths (73890) Total confirmed = CuredDischargedMigrated+Active cases+Deaths httpstco9ouB6UBW7a,real
516,India's recovery rate improves 8012% September 21 2020 Steady improvement India's recovery rate initiation March 25 2020 ICMRDELHI Via MoHFWINDIA httpstcoAjokfGYEts,real
517,This chart clear true Different parts country experienced ways times After experiencing fewer deaths spring South entered phase httpstcoz86WmiKOnx,real
518,Tens Thousands People Are Moving To httpstcofbF6YrPMeH brazil laos amazonjungle,fake
519,Experts spread houseflies,fake
520,Heart conditions myocarditis Severe cardiac damage rare occurred young healthy working understand heart organs Learn httpstcoSkF0itzwhU httpstcoG3BPbSgabK,real
521,This pH coronary varies 55 85,fake
522,Deathswhich lag curvesare rising hospitalization data remains incomplete unreliable states watch list The details,real
523,deaths Brazilian state So Paulo fell audits conducted minister Health,fake
524,The man 30s children arrived Dubai September 9 They managed Ibis Hotel Rotorua routine 3 stay,real
525,Over 117 lakh (1172179) tests 24 hours With achievement cumulative tests 45 crore (45509380) Details httpstcoGFJFOoQ6wZ MoHFWINDIA ICMRDELHI drharshvardhan StaySafe IndiaWillWin,real
526,People prefer DIE TREATMENT maxhospital AllLivesMatters httpstcoigRPv5NL7Q,fake
527,Scientists Without trial data trust Russia's vaccinehttpstcogArcUf0Pji httpstco0bdcA7lf56,real
528,As 30 July 2020 477 active Begusarai District Bihar For districtspecific details kindly contact District Control Room 06243222835 httpstcol9arr3Y7NA,real
529,A shared 160000 times Facebook Bill Gates digital tattoos check asks holocaust victims,fake
530,Says Dr Anthony Fauci stands lose 100 dollars Bill Gates Because invested,fake
531,A video (already removed YouTube) woman named Pilar Baselga assures Carlos III Health Institute Madrid SARSCoV2 ended,fake
532,Hospitalist Compensation Report 3 10 hospitalists women httpstcoCBBacBEjuE httpstcojm4VyzpQRq,real
533,"If dont follow set reserve The PM control NHS space ""to deal cancer patients millions nonCOVID medical needs"" httpstcoxXPdHfg0hg httpstcoweVfpUSHkj",real
534,COVID19Nigeria Were working hard expand capacity Currently 6 labs capacity We aim scale 13 labs 3 In progress Abakaliki Maiduguri Kano Sokoto PortHarcourt Jos Kaduna httpstcooSwBYc5yA7,real
535,dirksanchez Kia ora Auckland region Alert Level 3 meaning businesses offer services involve close personal contact essential service emergency critical situation Supermarkets dairies petrol stations customers premises,real
536,"Gale wind"" ""Neem Tree"" leaves good medicine protect There 30 Barranquilla hiding ""Dramatic The dying street"" The publication accompanied photo In Office Vice President (OVP) donated spoiled food frontliners Diliman Doctors Hospital Quezon City This picture city Hyderabad (India) An ""open letter purportedly written US billionaire philanthropist Bill Gates shared English Chinese Facebook Twitter websites The Chineselanguage posts state letter translated original publication British newspaper The Sun Hydroxychloroquine (HCQ) developed Indian scientist named Prafulla Chandra Ray Nancy Pelosi ""Congress vote remotely secure"" Americans vote president mail 10000 died Wuhan A man claims ""in US doctors paid $13000 sick $39000 ventilator artificial respirator",fake
537,worrying combination pandemonium httpstco4AIKrkMWlT,real
538,A mobile unit Airport site staff work The mobile homes symptomatic work Mount Wellington site Further underway work shifts,real
539,Late night States disclosed 48284 A major caveat As private laboratories conduct greater percentage tests lose state data We're hoping companies states opt greater transparency,real
540,Alibaba Group founder Jack Ma US$5 Filipino student developed,fake
541,A paper estimating 266796 linked motorcycle rally South Dakota online Experts agreed rally makings superspreading event warned 266796 overestimate httpstcoIQELknUnSJ httpstcoFGRu8Ydi3q,fake
542,The change avails remdesivir hospitalized patients severely ill httpstco5V8phCNrJG,real
543,A CDCMMWR examines 2 skilled nursing facilities &amp researchers genome sequencing determine spreading facility Steps repeated residents &amp workers slow spread More httpstcoR3qD3stY0d httpstco0AzH6wsOPu,real
544,Goats Ajmer Rajasthan,fake
545,Queens broadcast strikes dignified tone Seinfeld Zoom background NewsInPhotos QueenElizabeth httpstcox99b7HrT0y,fake
546,Coronavirus Spelled Backwards = SurivAnorac A Coincidence httpstcoeTB50QNiGJ drbillingsgate,fake
547,"Convalescent plasma ""proven reduce mortality 35%"" hospitalized patients",fake
548,reveals Mayor Flavortown competent US politician httpstco6jf2bN1Brt,fake
549,Google remind wearing cloth face coverings public settings SlowTheSpread Learn cloth face coverings httpstcolxWMe4wjd3 httpstcoCbK0AsnF5b,real
550,"This moment Asia correspondent chesh received 30 minutes The Chinese company Boris Johnson's moonshot programme ""can done"" More httpstcoUeV4MS9SBY httpstcobqv0T0PXZk",real
551,If Amazons Alexa origin planned,fake
552,India's recovery rate improves 7788% September 13 2020 Steady improvement India's recovery rate initiation March 25 2020 ICMRDELHI Via MoHFWINDIA httpstcoMGHUVCmi6X,real
553,trial killed 7 children,fake
554,The French state benefit unemployed partially unemployed,fake
555,Our daily published States 735k tests 34k 449 deaths httpstco0EyNMtQ7Ba,real
556,Insurers states reduce medmal premiums httpstcoW1XpJMyjIW,real
557,conspiracy theories involving BillGates continue proliferate latest involving photoshopped image foundation's headquarters Don't watch CoronaCheck MadMorris coronavirusfacts datoscoronavirus httpstcoh9CCR7B0lC,fake
558,PolitiFact factchecking hoaxes surface readers prepared Here 7 tips avoid httpstcodgPsqdcpXa httpstcoCc7l8nOGR7,fake
559,There 40 isolating Auckland facility community includes 17 household contacts,real
560,Shout Colorado department emphasis granular dataset outbreaks Colorado's longterm care model states,real
561,In interconnected low middleincome countries vaccines continue kill economic recovery delayed Vaccine nationalism prolong shorten itDrTedros httpstcollSzT7UpHV,real
562,Coronavirus accelerating Medicares money problems httpstco3WtpIzd6XN,real
563,tweettruth2me I sitting 1520 feet problem Then airborne mile,fake
564,The number states hospitalized continues drop 57% hospitalizations South Northeast fallen 5% httpstcoQe3yI7uZi7,real
565,We continue community ongoing strategy continue elimination Anyone respiratory GP Healthline 0800 611 116 advice Testing free NZ,real
566,Just reminder DMs open tidbits state Or work heath department big company explain Were,real
567,What work disabilities GroupHomes Learn httpstco87sCC46q4I httpstcopKFDBp9rRf,real
568,"Silver Solution strains ""totally eliminate Kills Deactivates",fake
569,Says 999% recovery rate Texas,fake
570,Maharashtra (India) Governor Bhagat Singh Koshyari facilitated travel model Maharashtra Dehradun,fake
571,Amid crisis Italys streets filled discarded printed cash photos circulating media,fake
572,"13 states ""current"" hospitalized patients 25 states cumulative hospitalizations These numbers alike poses considerable challenge tracking data",real
573,BorisJohnson PM I time Public told truth origin Some suspect biological weapon created Chinese Lab clean crisis &amp unite &amp fight Covid19 httpstco8RvT0SyEen,fake
574,Holding breath 10 seconds,fake
575,There 16 considered recovered community,real
576,GlobalFund Report potential disrupt services systems overwhelmed intervention slow inh,real
577,Says Democrats vacation May 4 refuse sign small businesses,fake
578,LateBreaking Progressive News Sugar Is Bad You Government Surveillance Is Necessary Keep Y httpstcoeihxP6DmNJ,fake
579,This map redesigned American CEO marked Indian states population equal population countries He explain employees indirectly handling situation countries,fake
580,developed,fake
581,Obese Man Most Likely To Die First According To Family Sweepstake httpstcouVu5QQ8n1Z selfparody,fake
582,The latest Ministry Health Manat Hauora Today New Zealand Our total number confirmed remains 1154 number World Health Organization httpstcom3l80YVeSr,real
583,A photo Rob Cantrall Michigan protest,fake
584,Some patients experiencing chronic fatigue httpstconaZrF6DlgF httpstcoPEXjLTYh3d,real
585,Today hosted training Health Security Assessment tool evaluation security capacities Kebbi Kano &amp Enugu States This defines NCDC's strategic support improve capacity prevent detect &amp respond disease outbreaks states httpstcoWxMNHuZyNM,real
586,Tracker (As 16 September 2020 0800 AM) Confirmed 5020359 Recovered 3942360 (785%) Active 995933 (198%) Deaths 82066 (16%) IndiaWillWin StaySafe Via MoHFWINDIA httpstcotXLIKBDzqp,real
587,Controls borders remain entering New Zealand including screening arrivals mandatory 14 managed,real
588,"""the Government finally approved"" S$5000 ""Relief Funds"" citizen",fake
589,6 considered recovered bringing number active New Zealand 18 All managed facilities,real
590,"""Lately 8 10 bodies time 18 bodies"" head crematoriums Bali designated deal bodies died confirmed suspected Report AnneBarker httpstcoByAenJ7EmN",fake
591,Claim Saint patron saint epidemics,fake
592,Update minhealthnz Today 1 case managed facilities NZ It 81 case acquired locally unknown source Our total number active 27,real
593,BlackDigitalHum leads BlackCOVID rapid response task force &amp critical Black Digital Humanities Collective connects Black Diasporic communities impacted data They bunch worthwhile projects works httpstconcTzcIGwyT,real
594,Adding incidence metric changed scores 350 counties expanded coverage 1800 counties Previously counties data calculate risk score It critical local decisionmakers locallevel data,real
595,common flu cure pneumonia easy cheap,fake
596,First documented US case GuillainBarre syndrome httpstco04FikzJons httpstcohhdfsWDbsB,real
597,Equity accuracy quality questions surround httpstco8wxtD76czo,real
598,The lethality (infection fatality rate) 01% 03% range severe influenza 60% persons cellular background immunity contact previous coronaviruses (ie cold viruses) scientific evidence effectiveness cloth face healthy asymptomatic,fake
599,Says imposters hazmat suits door door Stockton California checking residents fever enter physically attempt robbery,fake
600,75% unknown sources Infection normal respiratory &amp suggests ongoing community transmission ~ ChikweI NCDC Director General PTFCOVID19 TakeResponsibility httpstcohzViaTWmpH,real
601,A viral text based image claiming 5000 mobile phone covers quoting findings details The advises abandon phone covers,fake
602,We return Ed Sheeran postcoronavirus warn experts httpstco93gtFHTslc httpstcozKxl00k0VT,fake
603,Health Ministry issues Updated Advisory Simplified Testing Procedure &amp Ondemand Testing time httpstcoBhOcMQp4Xs PMOIndia drharshvardhan AshwiniKChoubey PIBIndia DDNewslive airnewsalerts ICMRDELHI mygovindia COVIDNewsByMIB,real
604,Only 6% died The died reasons,fake
605,Olive Garden employees allowed wear Black Lives Matter NOT American flag,fake
606,Update minhealthnz Today 1 case managed New Zealand There continue community It 66 case acquired locally unknown source,real
607,G7 countries asked Modi lead preventing,fake
608,Time I Baba Ramdev's yoga 1 hour Took Ashwagandha capsules Deep breathing &amp sleeping cheat These saved corona,fake
609,Minister Health claims case registered,fake
610,To limit exposure adequate ventilation &amp increased airflow supplied occupied spaces Clean natural ventilation (opening ) inside buildings recirculating air httpstcoCs7uxQRRMN httpstcoDYdcR6hphy,real
611,July 2020 deaths July 2019,fake
612,DrTedros During innovative solutions ensure access breastfeeding,real
613,This Rahul Gandhi &amp Priyanka Gandhi breaking Lockdown Regulations visit friends httpstcorHeVvR0OlL,fake
614,recorded 507 fatalities biggest record single This takes countrys total number deaths 17400 As Unlock 20 resumption domestic flights passenger train services extended CoronavirusFacts httpstcodXWskJxwPn,fake
615,5 StatesMaharashtra Andhra Pradesh Karnataka Uttar Pradesh &amp Tamil Nadu account 62% total active country Secretary MoHFWINDIA StaySafe IndiaWillWin ICMRDELHI httpstcongKRNNCQ8t,real
616,Medical entomologist Janet McAllister responders adapt changing conditions responding outbreaks Wisconsin Learn teams work httpstcoF7K7Rbm7sX httpstcoEAFbswPnkF,real
617,On bigger average newly 25k httpstco72exOawUJd,real
618,On steep rise conducts 423 tests 43% Total Cases recorded 3 StatesMaharashtra AP Karnataka StaySafe IndiaWillWin httpstcoWX4eup9C4S,real
619,nationalized hospitals clinics,fake
620,A claims Delhi govt stopped funding hotel stay doctors nurses treating,fake
621,Terminally Ill Patients Resentful Theyre Not Dying From Covid19 httpstcoZWQTbsMElQ death cancer,fake
622,Lot coming irregularities treatment patients major hospitals india If experienced unpleasant situation calls attention feel free reach,fake
623,The physicians video millions called Americas Frontline Doctors advocates narratives All physicians history making unproven conspiratorial medical claims httpstcoP0bVb4TOrG,fake
624,Vaccine availability increased cold chain points introduction eVIN reduction wastage ImmunizationforAll VaccinesWork FullyImmunizeEveryChild httpstcoG8T7ahxkwA,real
625,Breaking News ready Just buy BMW Z class MondayVibes,fake
626,Everyone bus Auckland Airport Ibis hotel managed The driver wearing PPE isolated potential close contact,real
627,A face exempt card cite ADA wear,fake
628,Not single Muslim died,fake
629,Weve column data hospitalizations Only 11 states started tracking (In state data youll design wanted urgent away),real
630,Acc hold breath 10 seconds coughing feeling discomfort DOES NOT free lung disease COVID19India CoronavirusIndia httpstco8wwhvq6jnU,real
631,Note Oklahoma tests total tests This OK 100% rate Its delay,real
632,Says Gov Tony Evers administration deemed dentists nonessential,fake
633,Nashville Man Devastated Girlfriend Tells Him She Wants Start Social Distancing httpstcoh3Dxjdx0R6 dating,fake
634,The insurance industry agreed waive copayments treatments,fake
635,Younger patients harder track elders httpstcokWP3fGWzqy,real
636,Control Global Pandemic successful active cooperation public For GoI successful keeping case fatality rate lowest (170%) ensuring steady upward trajectory (13) httpstcomj0wu9zUoC,real
637,Did host attend LaborDay gathering event If close contact exposed If feel sick stay provider inform close contact httpstcoIv7sTWHsVh httpstcoDc4ZJTn6ew,real
638,California Missouri Oklahoma North Dakota set records httpstcosendGsELSU,real
639,Coronavirus Colleges drop courses including languages maths amid financial pressure httpstcoG0oG2sxGuB,real
640,The recommends men shave beards protect,fake
641,Multiple allegations drafted Turkish congress named HR 6666,fake
642,The Obama administration decision turned detrimental,fake
643,"Antonio Guterres ""vulnerable are"" aspects ""we moving 25 years back"" httpstcoNAZlNcscv8",real
644,"""Inside Fringe Japanese Religion That Claims It Can Cure Covid19"" The New York Times",fake
645,The NIHs announced launching flurry large clinical trials approaches treating The effort aims develop publicprivate coordinated approach prioritizing speeding development treatments vaccines statnews,real
646,NEWS Government insists Uturn schools reopening spent 200 uniforms httpstcoYwZi1KCw4B httpstco0QqDeqhaJR,fake
647,UNICEF releases prevention,fake
648,But Texas North Carolina South Carolina spikes hospitalizations httpstco3mb7FMS2Zf,real
649,Our daily published States 634k tests 37k The death toll 1147 After lower deaths weekend totals 1000 httpstcofTHfmuRvDy,real
650,Cruise lines offer deluxe upgrade basic norovirus package httpstcol9w88EmBP7,fake
651,Another CA note The state irregularly relying highquality media outlets latimes excellent tracker httpstcoeL9bfy7uUa Now state regularly relying state data,real
652,Recommendations treating colorectal cancer httpstcoupz96NACua,real
653,Prolonged Use Of Face Masks Causes O2 Deficiency CO2 Intoxication,fake
654,How keeping current updates Tell confidential survey No email required httpstco1mmlNUdSmn httpstcoY5wAxqgsAm,real
655,A reminder Auckland moving Alert level 25 1159pm tonight Social gatherings limited 10 includes birthdays family gatherings friends neighbours,real
656,Coronavirus Donald Trump ignores 'reckless selfish' indoor rally httpstcoJsiHGLMwfO,real
657,This 19 states posted highest number single Three hit record highs httpstcoFhWsXisX3U,real
658,With 56000+ Indias confirmed case count touches 196 lakh Pharmaceutical company Zydus Cadila starts Phase II clinical trials Bihar records 3000 time single CoronavirusFacts httpstcoY1rgr6CxK6,fake
659,The planned relief introduced years earlier,fake
660,Joe Biden occasions invoking Defense Production Act response We looked timeline He httpstcoEoZxd0E3jI,fake
661,Getting flu shot increases risk 36%,fake
662,Florida tops 100K httpstcoQTjPms3cCW,real
663,Chronic longlasting effects httpstcocgYxkj1u6t,real
664,Israeli scientists MIGAL Research Institute developed,fake
665,DDNewslive DelhiAirport launches lab passengers coming Delhi international location Videh,real
666,drharshvardhan Update The deaths population lowest While global,real
667,A photo queue buses shared thousands times Facebook Twitter alongside claim organised leading opposition politician transport migrant workers left stranded nationwide,fake
668,NEWS Coronavirus suspects quarantined Love Island httpstcoGF2GM6faC9 httpstcoujpZs4pcAz,fake
669,ALERT The Emergency Covid19 Advice You Need To Hear httpstcoSuEYzl2esP,fake
670,President Donald Trump announced commercialization,fake
671,I pleased CrossRiver State aligned Federal Government response started national dash board ~ HMH DrEOEhanire PTFCOVID19 Livestream httpstco6BDCunm5Un httpstcowgPTVKkzzI,real
672,Our daily published States record number tests (823k) (67k) reflecting holiday weekend backlog We large jump hospitalizations Florida States logged 200 deaths Friday httpstcoJ7Dwwgeh4f,real
673,overtakes USA No1 terms global recoveries accounts 19% global recoveries httpstcoX5s3UVJbMj httpstcoXOzxOluvWP,real
674,Nigerians burning Chinese stores,fake
675,131 COVID19Nigeria Lagos45 Kaduna17 Plateau17 FCT16 Delta6 Niger6 Kwara5 Oyo3 Akwa Ibom2 Cross River2 Ekiti2 Enugu2 Osun2 Sokoto2 Bauchi1 Ebonyi1 Katsina1 Rivers1 56735 confirmed 48092 discharged 1093 deaths httpstcoA2XC1CNCrn,real
676,NIH For recovery SocialDistancing difficult support Find substance diso,real
677,After Amit Shah funeral,fake
678,Photos Huoshenshan Hospital Wuhan built,fake
679,Repeated laboratory combined prevention control interventions contributed decreases spread 26 Detroit skilled nursing facilities Read CDCMMWR httpstcoayk1ObibP4 httpstcoGSspUiDefU,real
680,(Barack Obama) set antipandemic programs 47 vulnerable countries protect Do Trump closed 37,fake
681,The huge toll lives &amp livelihoods disrupting systems economies &amp societies Even countries advanced systems &amp powerful economies overwhelmedDrTedros AWorldInDisorder,real
682,There 332 deaths The 7day average deaths remains unchanged Why deaths falling holding steady rise Probably reasons httpstcoZXFERIyS6I httpstcoFkkYBQ7U96,real
683,sejwatson For cold cough respiratory picked weak PCR In result weak CT persons PCR suggests,real
684,HCPs Attend todays COCA Telehealth &amp Health Equity Considerations Addressing Health Disparities Pandemic 2pm ET Learn httpstcoljFKDIdLek httpstco3oJe1ajqPj,real
685,dsthakur CDSCOINDIAINF spkalantri Sir mid August 19 suffering 8 prescribed Favipiravir fabiflu cured In 36 hours fully recovered 7,fake
686,"From Friday pubs bars restaurants close 10pm First Minister Scotland Nicola Sturgeon announces ""strict nationwide"" curfew pubs Updates latest restrictions httpstcozmT59bGPdT httpstcoIwEU6KCzIb",real
687,Medical unison WEAR A MASK httpstcoMkActB7wa7 HansaBhargavaMD FutureDocs,real
688,WhatsApp text Chinese created main cities suffer,fake
689,House Resolution 6666 funds forcibly removed homes Dr Rashid Buttar,fake
690,A shared times Facebook claims corpse 100 times toxic 72 hours death undertakers burying bodies prescribed period funerals hotspots,fake
691,Total deaths remain highest Northeast 29000certainly substantial undercount New York reports deaths longterm care facilities linked facilities occurring hospitals httpstcoQTVXT0Hb1z,real
692,DelhiPolice officers wear properly fine dtptraffic CPDelhi httpstco0oQXi9yXJl,fake
693,"Gov Andrew Cuomo simply 20 percent excess nonused ventilators parts state voluntary basis great Of reaction positive""",fake
694,A video dozens praying outdoors Italians praying,fake
695,409 Lagos201 FCT 85 Delta 22 Edo 16 Nasarawa 14 Borno 14 Kaduna 14 Bauchi10 Rivers9 Enugu 5 Kano 5 Ogun 4 Ondo 4 Bayelsa 2 Kebbi 2 Plateau 2 Total 13873 confirmed 4351 discharged 382 deaths httpstcoRDk2lvuKaG,real
696,For mustread coverage The Atlantic rewarded huge surge digital subscriptions httpstcogN8gA1uSds httpstcoTdvwbRpxNm,fake
697,Yesterday laboratories completed 2403 tests The total number tests completed New Zealand 441123,real
698,As earlier work California's numbers comprehensive set time published daily Make check bestavailable solution (which ideal),real
699,Earlier DirectorGeneral Health signalled focus borders That approach formally announced Health Minister,real
700,Durango Police Make An Extremely Unusual Arrest httpstcoYZmS57CicP police banks denverbroncos bankrobbery parrot,fake
701,As RecoveryRate 7628% COVID19India COVIDUpdates CoronaUpdates CoronavirusIndia CoronavirusUpdates CoronavirusPandemic httpstco9bVHZ6HM3C,real
702,Tracker (As 30 August 2020 0800 AM) Confirmed 3542733 Recovered 2713933 (766%) Active 765302 (216%) Deaths 63498 (18%) IndiaWillWin StaySafe Via MoHFWINDIA httpstco7wlOcHR6ud,real
703,Yesterday laboratories completed 4162 tests bringing total number tests completed 275852,real
704,Doctors workers PPE MasksForDocs determined PPE supplies workers love Whether donating funds donating supplies httpstcom52hyFnQ2S,real
705,drharshvardhan UPDATE records 82000 Recoveries row These high levels recovery,real
706,MISC pediatric puzzle httpstcoLSl3pvX8OP,real
707,Writer sees book sales soar spreads httpstcokJs8bC2h4G duncanwhitehead,fake
708,We note organizational change hackingdata returned running company We grateful astonishing work project ground Please send future complaints alexismadrigal Our team httpstco3S6UxLTguJ,real
709,CDCDirector leveraging surveillance systems monitor protect risk populations We work,real
710,SonuSood SirIts fact advantage local stores big companiesday frustration hiking peak jobsless salariesmonthly emisinflations + hoping bestwould grateful If team&ampwork U,fake
711,There remains receiving hospitallevel care Middlemore ICU Yesterday laboratories completed 5604 tests bringing total number tests completed 255850,real
712,NEW A viral video doctors airing unproven conspiracy theories We factchecked inaccurate claims httpstcoMhccDO0ruD,fake
